umap_x,umap_y,label_str
13.189492,-1.989391,Edge-Ring
7.3135905,10.638577,Center
0.7364324,11.346651,Scratch
14.200869,9.081698,Edge-Ring
7.3838773,10.806875,Center
19.877739,-5.9715114,Donut
-5.052437,-2.0673735,Edge-Ring
1.9507191,5.989874,Loc
16.118555,5.163414,Edge-Ring
12.848289,-2.2627833,Loc
13.5943,-1.2852639,Scratch
14.934974,-0.07098448,Edge-Loc
12.137216,1.0079238,Loc
7.2496204,-0.5964361,Random
10.597051,-0.89672464,Center
7.309336,0.5892485,Near-full
6.6040387,0.89743054,Near-full
13.329893,-0.45175394,Loc
8.089454,0.10489392,Center
6.268004,0.8718643,Random
7.6478553,0.8820716,Near-full
13.025734,-1.5467854,none
13.450379,-0.99336493,Donut
13.487621,-1.3518792,none
15.027574,-1.2387142,Random
14.058807,9.25969,Random
13.82449,1.1857959,Edge-Loc
12.30661,1.9909033,Center
0.044718433,19.053436,Edge-Ring
6.8678675,0.5142669,Loc
12.875299,0.21429189,Center
9.834315,2.4598103,Random
7.0021186,0.5551613,Near-full
9.827044,2.4687061,Random
13.908655,0.9233522,Edge-Loc
20.162657,5.3472614,Edge-Loc
7.1489472,10.987718,Center
13.931338,-1.0644728,none
10.230004,-0.64926916,Random
-0.03891577,19.150295,Edge-Ring
14.311711,-1.1595503,Scratch
12.606032,1.2952324,none
13.291451,-2.122805,Loc
12.192638,2.1750998,none
12.784156,-2.1449757,Scratch
12.554882,1.3808602,Scratch
7.1889653,10.858421,Center
13.555629,-0.46255678,Scratch
13.972889,-0.64814633,none
14.730698,9.322021,Edge-Ring
12.078615,2.4487288,Edge-Loc
14.351343,9.89497,Edge-Ring
12.658917,-2.388125,Random
1.9236574,5.991143,Scratch
16.044079,5.0846567,Edge-Ring
0.1910688,18.88538,Edge-Ring
12.656141,1.4760972,Scratch
1.909585,6.0019674,Scratch
13.815139,-0.573399,Edge-Loc
0.7331066,11.349926,none
12.721965,-2.193633,Center
12.073237,2.3646498,Donut
7.350855,10.777166,Center
9.616304,-5.329287,Random
13.899073,3.276289,Scratch
11.780877,-0.33269057,Donut
7.306624,-0.5507782,Near-full
12.4254,-0.33642828,none
16.568909,9.992152,Edge-Ring
1.8930367,6.0131564,none
6.8439875,0.16924153,Near-full
14.861644,-2.3941607,Edge-Loc
4.564436,0.35047734,Random
7.397958,10.752484,Center
13.901269,0.07524522,none
20.185713,5.379251,Loc
6.305197,0.88016695,Near-full
9.107923,-0.4791926,Donut
0.7347566,11.348417,Scratch
1.8023783,6.093424,Edge-Loc
12.550598,1.4664078,none
12.507683,1.6106666,Loc
7.3171616,0.57398957,Near-full
12.041959,-0.15367478,Donut
20.332678,-6.13437,Donut
14.225853,-0.84121925,Scratch
20.019653,5.2700343,none
12.096743,1.9941067,Donut
12.511522,-1.6674534,Donut
13.225701,-1.0115844,Loc
14.987097,9.102145,Edge-Ring
12.581661,-0.37552837,Donut
7.222097,10.732266,Center
12.900702,0.54784566,none
6.9207325,10.850952,Center
12.5370245,1.755154,Loc
1.8265457,6.040031,Edge-Loc
13.8418045,1.0097361,Donut
13.957458,-0.77465004,Scratch
7.205329,10.963914,Center
12.525802,1.2694939,none
12.811091,1.7646134,Random
12.431669,-0.16730207,Loc
10.680492,-1.034058,Loc
-5.021067,-2.0992296,Edge-Ring
14.838417,2.1669636,Scratch
14.816785,-1.0008987,none
6.654175,0.9077717,Near-full
13.737338,-0.61250883,Scratch
7.7388597,0.57905453,Random
11.158279,-0.596944,Donut
13.924959,0.037078433,Loc
12.515422,1.5453427,Scratch
14.066526,-0.8678426,Edge-Loc
10.356401,2.5434985,Donut
12.543778,1.5634813,none
14.884688,-2.4361367,Edge-Ring
20.491789,-5.938414,Donut
11.921807,2.5769057,Random
13.307844,-1.3022748,Edge-Loc
1.8368239,6.1371846,Edge-Loc
1.8989651,6.0227547,none
20.55214,-5.851301,Donut
13.664773,-0.8242304,Loc
14.938652,-4.8610435,none
13.416969,-1.3223057,none
13.5028715,9.054352,Random
12.480185,0.13689041,Loc
12.0990505,-0.3544151,Center
12.976787,0.28500268,Edge-Loc
14.603157,-2.1074529,none
12.487388,-0.40458405,none
13.716649,9.181382,Random
6.8532076,0.14213404,Near-full
7.3986816,-0.06546467,Near-full
7.4847383,10.545738,Edge-Loc
10.666732,-0.07686651,Center
1.9487771,6.0998735,Edge-Loc
0.049433805,19.065847,Edge-Ring
6.3568606,0.81466395,Edge-Loc
10.352192,-0.84982204,Loc
7.446555,0.6250471,Near-full
10.385832,-0.8707526,Loc
12.103042,2.3384163,none
13.509149,9.067074,Random
13.942064,-0.098014064,Scratch
13.51421,-1.2295611,Scratch
13.407667,1.2680849,Edge-Loc
20.049883,5.48361,Loc
12.209435,-0.41198814,Donut
13.868017,-0.114844434,Scratch
12.917555,1.1654469,Scratch
13.268348,-2.6351755,none
7.6706734,0.8956809,Near-full
14.913223,-2.4102085,Center
20.423079,-5.896683,Donut
14.352735,9.879355,Edge-Ring
12.545709,-0.22936688,Edge-Loc
0.10678876,19.033087,Edge-Ring
6.9448557,1.0015745,Near-full
14.125914,-1.7834016,Random
12.870498,-2.0845265,none
12.89582,-0.75910515,Edge-Loc
12.746763,-2.140894,Center
12.424973,-0.2423301,Donut
13.801291,1.0595591,Edge-Loc
13.5783,-1.6644055,Loc
-5.013092,-2.127412,Edge-Ring
1.6713252,5.8846245,Edge-Loc
12.263115,1.3942524,none
12.567953,-1.8930056,Scratch
14.901413,-4.9366446,none
14.735966,-1.316116,none
20.02567,5.43593,Scratch
10.195618,2.5026417,Donut
6.3691096,0.82051855,Edge-Loc
11.157014,-0.9098617,Donut
-5.065452,-2.1045377,Edge-Ring
19.830988,-5.8965025,Donut
13.905786,2.275464,Random
12.294398,1.072104,Edge-Ring
14.062847,-1.2464473,none
10.714634,-0.08101544,Center
20.010347,-5.9568143,Donut
14.763982,0.1332534,Scratch
12.188397,-1.1405959,Random
16.0464,5.087976,Edge-Ring
13.373365,-1.0922073,Scratch
13.186989,-2.118851,none
13.43699,9.05636,Random
12.599273,1.4479316,none
20.290104,-5.79079,Donut
0.08357763,19.120539,Edge-Ring
12.976001,3.2600398,Edge-Loc
7.2206287,0.47812083,Near-full
7.209377,10.593703,Center
13.63443,-1.3065485,Edge-Loc
13.039778,1.7616868,Loc
12.637305,-0.55250496,Donut
19.09217,-5.9243245,Donut
14.9391775,1.3794944,Edge-Loc
12.886641,-0.89934653,Edge-Loc
7.118169,10.704256,Center
12.695632,1.5990742,Scratch
7.5704484,10.582662,Center
13.363229,-1.1573845,Loc
13.926217,-0.8203239,Scratch
7.246885,10.863978,Center
9.82937,2.4829311,Random
6.8914847,11.125761,Center
11.805666,-1.6917782,Donut
12.895077,1.1949188,none
1.9057255,6.064302,Loc
13.549033,9.070107,Random
1.8665833,6.0417414,Scratch
14.842788,-2.3505683,Edge-Ring
-5.0862484,-2.041169,Edge-Ring
9.625579,1.0290965,Random
11.9014225,-2.4793987,none
12.045435,-2.2512085,Scratch
13.318173,-0.2855782,Random
14.88225,-4.9154263,none
1.9479575,6.0989404,Scratch
19.533377,-6.2031956,Donut
7.048032,11.054875,Center
13.365813,-1.602658,Scratch
13.850146,-1.4583446,none
1.9420279,6.0499964,Loc
9.831273,2.486371,Random
13.475472,-1.1240251,Scratch
12.467625,2.0450947,none
12.014568,2.441501,Random
19.438414,-6.0867386,Donut
11.966615,2.5311642,Scratch
0.7467053,11.336093,none
13.684456,-0.3336337,Edge-Loc
14.912303,-4.951711,none
9.872133,2.4511597,Center
13.702499,0.09303694,Random
12.644616,1.54082,Scratch
13.062639,3.3819335,Edge-Ring
7.807754,10.5588045,none
19.953335,-5.88,Donut
12.8077135,-1.6232097,Loc
12.087728,-0.17302112,Donut
13.985608,0.88776565,Random
14.069436,-1.816112,none
13.846014,2.0372396,Edge-Loc
13.306479,1.7004447,Edge-Loc
12.562138,0.67512804,Edge-Ring
14.38764,-0.63455105,Scratch
1.9503249,6.036516,Loc
11.746835,-0.47002017,Donut
12.276096,-0.34494284,Edge-Loc
7.3206315,10.579627,Center
10.3951,-0.44569263,Random
12.127547,2.302112,Edge-Loc
7.2363563,-0.5626577,Near-full
7.4207573,10.699394,Center
14.8299,-2.3212283,Loc
16.052889,5.095323,Edge-Ring
20.057135,5.3432403,none
12.305472,-0.31429514,Donut
19.261843,-5.4602237,Donut
7.0940747,10.538445,Center
12.997891,0.0785553,Loc
15.326888,0.06669849,Loc
13.215302,-1.9202478,Edge-Ring
14.356204,-1.9321774,none
6.2799215,0.871598,Near-full
13.547285,-1.017711,Scratch
11.997452,-1.0884036,Random
7.533895,0.57424176,Near-full
12.983825,-2.2150893,Edge-Loc
20.083307,5.3557534,none
13.533441,-1.4743173,Scratch
13.146417,-1.0858766,Edge-Ring
12.652344,0.008557394,Random
0.10607186,19.019098,Edge-Ring
20.253668,-6.1351686,Donut
20.45649,-5.945136,Donut
7.5255337,10.660722,Center
7.164685,10.731458,Center
13.716498,1.0401098,Edge-Loc
0.7329813,11.349516,Scratch
12.256471,-0.029811403,Loc
8.550974,-0.40082857,Donut
12.276536,1.4628818,Loc
1.7942835,5.9786763,Center
13.900111,0.82354766,Scratch
16.074179,5.124782,Edge-Ring
9.77374,2.276207,Random
-5.0341034,-2.0926032,Edge-Ring
13.073305,-2.127989,none
13.335649,8.988973,Random
4.541974,0.34181422,Random
12.351273,-0.46416625,Edge-Loc
0.09374926,19.104242,Edge-Ring
12.654776,0.34472284,Random
7.52403,10.682254,Center
12.690916,1.6846596,Scratch
10.716735,-0.07048682,Center
15.28565,0.02586891,Loc
13.616737,-1.1030593,Loc
13.953813,-0.02434218,none
20.32855,5.385241,Edge-Loc
13.106996,-1.4675676,Edge-Ring
16.110592,5.154235,Edge-Ring
13.46666,9.039794,Random
19.15792,-5.959203,Center
20.10004,5.4077187,Scratch
7.0564203,10.586693,Center
13.369329,-3.0321653,Center
16.153696,5.1965284,Edge-Ring
14.761312,-0.5446806,Edge-Loc
20.05845,5.4367204,Loc
13.821872,-0.9357322,Scratch
8.9352,0.7587527,Edge-Loc
12.817613,-1.5506616,Loc
7.339076,10.9415245,Center
19.493467,-5.800854,Donut
13.403158,-3.0199962,none
14.071702,-1.7699989,Scratch
15.903241,1.9867586,Donut
20.024054,-5.984323,Donut
12.773416,1.7964128,Random
18.981459,-5.71211,Donut
10.506397,2.5362272,Donut
12.964858,1.710504,Loc
10.584231,0.1114361,Center
13.816609,-0.9957006,Loc
12.994405,3.301668,Edge-Ring
7.4714837,10.534488,Loc
13.544486,9.0751,Random
15.756499,1.9844389,Donut
10.726324,2.1337311,Random
20.477959,-5.83396,Donut
13.851218,2.223365,Random
12.00236,-2.3451858,Edge-Loc
14.003219,0.72213364,Scratch
12.467807,-1.7067596,Random
1.7994764,5.9589143,Scratch
19.88909,-5.6287737,Donut
10.72255,2.3096278,Loc
15.318393,0.11297238,none
10.755942,2.1314547,Edge-Ring
12.578425,-1.7041577,Scratch
10.194639,0.9961826,Donut
11.98563,-2.4241333,Donut
0.72808594,11.354258,none
14.845399,-1.0844572,none
12.789403,-1.6926746,Scratch
12.889705,-2.2338889,Edge-Loc
12.416575,1.7070144,Scratch
7.1265244,10.458035,Center
13.759936,-0.32708564,Scratch
20.158531,-5.8504815,Donut
11.967736,-2.489492,none
11.684898,-0.401211,Donut
20.125433,5.3043394,Edge-Loc
14.9074,2.2365336,Loc
7.2854137,0.58912534,Random
12.264019,-1.7686828,Loc
-5.0107903,-2.049654,Edge-Ring
-0.039655697,19.146614,Edge-Ring
12.47514,1.1192168,Loc
15.873374,2.0075517,Donut
14.769825,-0.13287815,Loc
7.1106315,0.7476546,Near-full
13.836906,-0.12258868,Scratch
10.771673,2.0665355,Edge-Loc
20.061075,5.438843,Random
12.663374,-0.5011459,Edge-Loc
14.003961,-1.3421685,Edge-Loc
1.9192394,6.072041,none
13.870199,0.08256703,Loc
13.840956,-1.6743089,none
13.166047,-1.1842877,none
16.112383,5.1560965,Edge-Ring
10.157605,1.0505158,Scratch
12.460295,-0.3581384,Loc
13.65152,-1.5194403,Edge-Loc
12.219449,2.3487546,Scratch
12.013292,-0.5364008,Loc
13.079219,1.7873148,Loc
13.352431,1.786097,Random
13.573367,-1.0026952,Scratch
0.059280682,19.04457,Edge-Ring
10.168021,1.0696707,Loc
12.039289,2.5176604,Edge-Loc
13.907665,-0.09712024,Scratch
14.020264,-0.21048482,Scratch
14.83717,-1.1488031,Scratch
12.612039,1.5479802,Edge-Loc
20.165327,5.414291,Donut
8.354248,-0.36120084,Donut
13.907165,-1.3949172,Loc
19.922523,-6.118975,Donut
14.083436,-0.38275832,Scratch
12.505708,1.5253628,Scratch
15.183151,-1.5587533,Edge-Loc
13.849943,9.17692,Random
14.7494135,9.321631,Edge-Ring
12.347099,-0.26778957,Center
20.17429,5.382084,none
7.5939565,10.419814,Center
13.297516,1.647027,Edge-Loc
15.269626,0.052795548,Scratch
13.520957,-1.1529224,Scratch
13.325574,-1.3289373,none
12.389475,1.8919197,none
12.0728035,-0.24877755,Donut
1.8138065,6.0055676,Loc
14.842129,-2.3629568,Loc
15.323122,0.058528695,Edge-Loc
20.309729,-5.799303,Random
1.9254466,6.0716066,none
20.093927,5.3229175,Scratch
0.019358715,18.998335,Edge-Ring
12.855319,-2.1592708,Loc
7.83401,1.0504117,Donut
12.08384,-0.4645489,Loc
12.418275,-0.052044276,Edge-Loc
10.14846,1.0452152,Edge-Loc
20.4793,-5.8778925,Donut
9.960454,1.0438281,Edge-Loc
7.2920613,10.491203,Center
13.763574,1.0698218,Scratch
12.941787,-1.1526662,Scratch
12.104897,-1.2097844,Random
13.397914,-3.0783901,Scratch
12.276698,-0.18367523,none
14.282501,1.5167445,Loc
4.565547,0.34455514,Random
11.870926,-2.069737,Center
16.096386,5.1381154,Edge-Ring
19.138561,-5.460568,Donut
13.579163,9.098466,Random
13.135048,-0.20820253,Scratch
14.947774,-1.1312127,none
10.500765,2.5192187,Donut
12.844022,-1.2231681,Edge-Ring
16.08576,5.1086245,Edge-Ring
16.547098,9.979682,Edge-Ring
0.052593566,19.041769,Edge-Ring
12.400789,-1.8679674,none
12.908441,-1.7479565,none
13.929962,0.9140539,Edge-Loc
10.190581,2.4630916,Center
16.007795,5.050353,Edge-Ring
11.10775,-0.7807227,Donut
7.2849426,10.750386,Center
15.674141,2.0374053,Donut
7.4147573,10.327567,Center
17.056211,16.406475,Edge-Ring
20.068352,-6.1775594,Donut
13.305591,-1.0538771,Scratch
-5.084513,-2.0611966,Edge-Ring
7.0648293,10.815066,Center
14.865954,-2.3965144,Loc
11.979121,2.4999359,Edge-Loc
12.401924,-2.2166626,Random
7.596456,10.781024,Center
13.852604,9.185948,Random
14.570909,-0.4118065,none
6.9209356,10.637484,Center
12.742515,-1.9780824,none
1.7998706,6.0796714,Scratch
8.045551,-1.6880281,Edge-Ring
13.838886,0.9553358,Loc
13.581016,-0.36410695,Scratch
6.284964,0.8477801,Near-full
17.055855,16.407022,Edge-Ring
15.219884,-0.024036616,Scratch
7.074938,10.8636055,Center
13.316026,-2.861321,Center
12.777277,-2.1446548,Edge-Loc
14.826767,2.1811044,Loc
12.718165,1.667546,Edge-Loc
13.307502,-1.8187608,Random
7.3432684,-0.48581788,Near-full
12.873789,-2.0624712,Edge-Loc
13.797431,-0.80496144,Scratch
7.084611,11.080228,Center
15.243232,0.3702665,Loc
13.381897,1.2595694,none
7.087144,11.131637,Random
11.211112,-0.8925699,Donut
6.9815316,10.586376,Center
12.601449,1.5594895,Loc
7.170822,10.737006,Center
10.105093,1.1156998,Edge-Loc
14.034691,0.5068089,Center
6.973648,10.953076,Center
12.531522,0.95270425,Edge-Loc
13.41914,-3.0346398,Random
15.6416445,4.623187,Edge-Ring
12.945611,0.64789593,none
12.894633,1.754954,Edge-Loc
19.545086,-5.770231,Donut
19.17771,-5.913829,Donut
13.887512,2.249315,Edge-Ring
0.7128973,11.36996,Scratch
0.06462063,19.041866,Edge-Ring
14.940302,9.137018,Edge-Ring
20.081833,5.285178,Scratch
13.833508,-0.85548395,Scratch
10.536499,-0.6254257,Random
7.6528797,0.9426427,Random
15.260238,-0.08655788,none
14.997755,9.245973,Edge-Ring
13.946522,9.186848,Random
12.5392065,-0.5663516,Edge-Ring
14.476536,-1.1304979,none
12.014419,2.5841093,Edge-Loc
11.767283,-0.49195698,Donut
12.780843,-2.0622249,Random
13.849756,0.6671091,none
12.707268,1.4019853,Scratch
9.617191,-5.3284225,Random
13.163292,-1.7010523,Loc
12.450952,0.4184623,Center
16.137714,5.177893,Donut
10.094425,2.1864498,Random
9.153259,-0.5049329,Donut
11.889854,1.3716577,Edge-Loc
7.6035557,0.4609316,Random
20.18427,5.326297,Center
11.940985,1.8718544,Donut
13.832079,0.8641753,Loc
12.625904,-1.1519965,Edge-Ring
16.085964,5.126877,Edge-Ring
14.861102,2.217644,Scratch
6.81651,0.81378686,Random
13.095042,1.8649148,Loc
10.621397,0.16508684,Center
5.8794856,1.6657302,Random
11.508144,-0.49053335,Donut
11.153992,-0.6419475,Donut
-5.0452447,-2.0595756,Edge-Ring
13.813555,-0.9825612,Loc
10.07469,1.0442721,Edge-Loc
15.639273,4.6199,Random
6.931529,11.016039,Center
16.127356,5.16642,Edge-Ring
20.188755,5.4261084,Scratch
14.577306,-0.9585706,Scratch
20.161533,5.358056,Scratch
19.962452,-5.665724,Donut
-5.0230803,-2.0965495,Edge-Ring
12.090992,0.97884107,Scratch
12.197315,2.153946,none
16.075098,5.119707,Edge-Ring
12.111583,1.0334294,Center
8.032074,-1.7053151,Edge-Ring
12.427663,-0.15342839,Loc
7.173539,10.415348,Center
13.638817,-1.1425105,none
11.923579,2.60361,Edge-Loc
12.024659,-0.17683251,Donut
20.065886,-5.790156,Donut
7.051778,10.813962,Center
12.787289,1.2673447,Loc
12.094665,2.1550522,Center
13.004131,3.3688233,Edge-Ring
1.8452207,5.98633,Loc
14.867168,-1.080035,Loc
12.342358,-0.44198492,Edge-Loc
12.608156,1.2266914,Loc
7.0178537,10.840224,Center
14.993977,-0.23575212,Scratch
20.121319,5.304785,Scratch
20.236147,5.4885087,Loc
11.4322,-0.5909934,Loc
13.19388,0.88423795,Edge-Loc
14.523849,1.9552085,Random
10.584114,-0.923884,Donut
14.023256,-1.2793199,Edge-Loc
12.671132,-2.354349,Random
14.049568,-1.4506569,none
13.559792,-0.3981238,Scratch
7.1420517,10.401942,Center
12.631808,1.7860091,Edge-Loc
1.7747852,6.0252476,Edge-Loc
-4.9967413,-2.0958767,Edge-Ring
7.3358116,10.992887,Center
13.210713,-0.79581094,Edge-Loc
7.0916314,10.50761,Center
12.56414,1.4678142,Scratch
14.040619,-1.001701,Center
13.356711,8.976186,Random
12.162599,2.405149,Loc
16.094927,5.143387,Edge-Ring
7.749461,10.558819,Center
7.265746,0.5930382,Near-full
17.047756,16.414654,Edge-Ring
7.472588,-0.70413107,Random
10.895106,2.0298264,Edge-Loc
12.202723,2.0718026,none
15.493385,2.048834,Donut
13.987237,0.90860796,none
12.009489,2.5075877,Random
13.213032,-1.2012485,Center
12.567035,-1.1484936,Edge-Ring
13.38713,1.3753356,Loc
13.481611,-1.0533521,Scratch
12.565812,2.027652,none
0.04341513,19.079622,Edge-Ring
0.12300233,19.01027,Edge-Ring
20.002935,-5.7323875,Donut
7.112632,0.35197094,Near-full
7.2341404,10.783613,Center
10.757951,-0.9047516,Donut
6.973909,10.944107,Center
0.14134929,18.911213,Edge-Ring
16.1014,5.1439304,Edge-Ring
20.132418,5.3863616,Donut
14.749902,-1.0949203,Scratch
12.317837,-0.19336188,Loc
14.073192,-0.18243957,Loc
-5.066088,-2.1020184,Edge-Ring
7.436214,10.615604,Center
12.381717,-0.37138772,none
13.774987,-1.089751,Edge-Loc
13.447834,-1.442671,none
13.436959,-0.547731,Loc
13.391009,-1.1539248,Loc
13.287059,0.39530784,none
1.9021362,6.008986,Loc
12.920769,-0.09026262,Edge-Ring
12.07457,0.99065334,none
12.687458,-0.7191906,Edge-Loc
12.927018,1.7881985,none
10.570791,0.1533207,Center
7.175047,11.081414,Center
13.466269,-0.36806646,Random
12.916718,1.4783067,Loc
13.022187,3.312717,Edge-Ring
14.849513,2.1335094,Scratch
16.53964,9.9666195,Edge-Ring
15.046035,4.0623584,Scratch
12.954931,-2.2953036,Random
13.408272,-3.114176,Random
6.32632,0.8399253,Near-full
12.953552,1.2279793,none
13.316194,-1.0881757,Scratch
13.174172,1.8735948,none
16.06766,5.110907,Edge-Ring
-0.010128265,19.162815,Edge-Ring
6.96433,1.0285834,Near-full
7.6930203,0.95960855,Near-full
0.78832763,11.294231,none
13.889265,0.9991676,Scratch
7.828322,0.6662215,Random
13.330311,-1.4883245,Scratch
8.385062,-0.4012981,Donut
7.5214286,10.580914,Center
13.012976,3.3307414,Edge-Ring
13.551715,-0.29158732,Scratch
2.0487506,6.1695027,Scratch
12.7407255,-2.0889957,Loc
12.729859,-2.245617,Edge-Loc
7.3071823,-0.51803046,Near-full
-5.047583,-2.0778127,Edge-Ring
7.0933304,10.844575,Center
20.103632,5.2998586,Edge-Loc
12.607141,-1.9251647,none
20.062403,-5.775793,Donut
14.947678,-1.2167981,Edge-Loc
13.259185,-1.6355608,Loc
-5.118606,-2.0148373,Edge-Ring
14.230129,-0.34291688,Loc
20.104897,-6.045125,Donut
20.063807,5.277415,none
13.35471,-1.2272615,Scratch
12.396313,-2.1694949,Random
7.571523,10.5374,Edge-Loc
11.620422,-0.4088415,Donut
20.16412,-5.6911006,Donut
12.467305,-0.23436283,Loc
12.006794,2.4451747,none
13.724687,0.114957124,Donut
-5.0657353,-2.0963101,Edge-Ring
12.028779,2.4571395,none
19.371258,-5.8018036,Donut
13.432831,1.2107352,Loc
10.127796,2.4771245,Donut
6.8438697,0.15584236,Near-full
4.498388,0.40915596,Random
13.283846,-2.5743432,none
10.50998,-0.13353366,Center
13.401951,-3.1071777,Center
7.9302163,0.7369757,Random
10.24821,-0.84159166,Random
-5.044013,-2.0993927,Edge-Ring
12.633056,-1.6499691,Donut
10.124787,1.0815817,Edge-Loc
20.074776,5.2804756,Edge-Loc
14.293704,-1.5988499,Center
20.13162,5.40583,none
11.9433775,2.586918,Edge-Loc
12.169867,2.0721383,none
14.030823,-1.4597528,Scratch
12.635439,1.439785,none
12.493371,-0.54607093,Edge-Loc
-4.9560184,-2.1425233,Edge-Ring
11.963501,2.56927,Random
-5.0163236,-2.1129475,Edge-Ring
13.422181,-1.4750603,Scratch
10.193799,1.1011109,Loc
12.8608675,1.7753739,Edge-Loc
14.777308,-1.211897,Loc
1.9130368,6.0525584,Scratch
12.057392,-2.229402,Scratch
20.255642,-6.0617948,Donut
6.9825487,10.752893,Center
14.833109,-1.1794614,Loc
14.824608,-1.9115559,Random
8.830545,0.9345391,Random
13.389447,9.004526,Random
6.9811726,10.533905,Center
13.837333,-1.0537148,none
14.797508,-2.288902,Loc
7.937112,0.2683419,Near-full
13.020135,3.3549926,Edge-Loc
13.268621,0.9554264,none
12.644221,-0.55309755,Edge-Loc
0.1032862,18.987543,Edge-Ring
13.481165,-1.5734576,none
10.607465,-0.9365625,Donut
14.929196,9.140542,Edge-Ring
13.706448,9.144568,Random
14.416063,-0.54771537,none
0.061835356,19.063812,Edge-Ring
13.60176,9.045985,Random
13.010775,1.7651947,Scratch
12.500411,1.340252,Scratch
12.705083,-2.2477648,Loc
15.377081,0.19635242,none
15.915388,1.9708706,Donut
12.182301,2.0569885,Donut
13.434845,-0.1255366,Center
8.040504,0.82600033,Random
-5.0542717,-2.06158,Edge-Ring
14.718822,2.0616927,Edge-Loc
12.646433,1.2197219,none
12.649201,-0.51453143,Edge-Loc
4.529681,0.3328329,Random
16.280586,5.3213353,Edge-Ring
4.560437,0.37424934,Random
13.35696,-1.1784409,Edge-Ring
14.990921,-0.046278145,none
15.235307,0.003573776,none
19.976051,5.196795,Loc
13.970754,0.08867143,Edge-Loc
13.526084,9.064821,Random
13.177358,-1.3484268,Edge-Ring
12.928644,1.3669,Donut
12.990706,3.2024093,Edge-Loc
7.732154,0.14772774,Random
7.109123,11.165742,Center
11.158466,-0.7421651,Loc
-5.054588,-2.083144,Edge-Ring
14.955156,-1.2326878,Edge-Loc
13.66715,9.146634,Random
12.687378,0.5343348,none
10.4776125,-0.06536528,Center
13.016671,1.8287152,Loc
12.744518,1.780652,Loc
6.9071455,10.948428,Center
9.89145,2.4590878,Random
12.816502,-2.0842197,Loc
6.8203797,0.14475082,Near-full
14.15127,-0.74070877,Loc
-8.29038,6.30321,Edge-Ring
11.304192,-1.0193431,Donut
20.203041,-6.2010546,Loc
2.0362337,6.1933446,Scratch
12.741486,-2.0782945,Scratch
1.8814195,6.0840106,none
13.08668,-1.2623359,Edge-Ring
12.540075,1.8813615,Random
14.198514,-1.8699429,Scratch
12.090035,-2.3136327,Loc
15.29686,0.036619548,Loc
12.4051,1.9145622,Edge-Loc
13.246983,1.6283355,Scratch
13.231714,-1.1453055,none
15.024648,-1.3130294,Loc
13.044718,3.2580645,Edge-Loc
12.548238,-0.55940104,Edge-Loc
10.616162,-0.93268806,Donut
12.518108,-1.643206,Donut
12.646586,-2.2035403,Center
13.373267,-1.3915246,Scratch
7.2782474,-0.4820366,Near-full
0.031141091,19.071268,Edge-Ring
14.909599,-1.26449,none
7.356225,10.7474785,Center
20.039036,5.3869743,Edge-Loc
12.705662,-2.1070251,Edge-Loc
0.001929008,19.001902,Edge-Ring
13.512222,-0.48234746,Loc
11.936429,-2.4435978,none
19.827242,5.258377,Edge-Loc
14.852249,-2.3658595,Center
12.318896,-1.2166349,none
15.221529,0.15089777,Scratch
20.136583,5.3126345,Loc
13.350074,-1.8276826,Scratch
7.2028365,0.5405304,Random
11.391159,-0.54295087,Donut
12.882545,1.4576343,Scratch
0.0198353,19.084002,Edge-Ring
12.355427,2.1509478,Scratch
0.053785715,19.120813,Edge-Ring
12.620758,2.0880342,Center
13.821793,2.181599,Loc
-4.970981,-2.046894,Edge-Ring
19.4771,-6.0337915,Donut
7.015119,11.050085,Center
12.618099,1.3571677,none
7.223209,10.573918,Center
10.639981,-0.83378273,Random
13.094612,-1.3466787,Edge-Ring
13.256997,-1.3371755,none
1.8577183,6.038784,none
10.651502,-0.90087676,Random
12.816998,-2.1111417,Scratch
10.132948,1.0493115,Donut
12.641489,1.6512445,Scratch
12.8281765,2.0624433,Loc
13.761202,1.0281756,none
12.302909,-0.045261778,Scratch
12.99432,-1.8662738,Scratch
12.543181,-2.2210932,none
20.087778,5.3476195,none
0.140827,18.965567,Edge-Ring
14.300957,-0.9065159,Scratch
-4.9946675,-2.090713,Edge-Ring
12.707174,-2.237179,Random
10.827008,2.0935721,Edge-Ring
12.641788,-0.5571892,Edge-Loc
20.112373,5.331681,none
7.707474,0.57832605,Near-full
13.000012,-2.0534654,Edge-Loc
13.111996,-1.0808972,Donut
10.743082,-0.28178537,Center
13.919612,0.029633468,Loc
4.535917,0.38062492,Random
0.06356431,19.091883,Edge-Ring
10.154143,1.0781461,Scratch
1.8866578,6.0704684,Loc
20.35599,-5.981053,Donut
17.017706,16.445211,Edge-Ring
14.889349,-1.1920986,Edge-Loc
20.150145,5.454355,Scratch
12.77254,-1.8117825,Loc
11.892278,-0.42168996,Donut
7.6924796,0.91495,Near-full
15.905849,1.9741193,Donut
13.343854,-1.4875805,Scratch
7.1370773,10.881501,Center
19.528933,-5.8150487,Donut
14.040292,-1.2342485,Scratch
6.9540296,1.0097358,Near-full
20.193632,5.4767365,Loc
20.210835,5.310947,Edge-Loc
6.9830866,10.983974,Center
6.8880687,0.12711893,Near-full
13.846424,0.9934514,none
13.705636,9.167056,Random
10.826766,2.044583,Edge-Loc
20.199232,5.2791524,none
