label,row,col,mean_defect_probability
Donut,10,29,0.22702702702702704
Donut,10,30,0.22702702702702704
Donut,10,31,0.23603603603603604
Donut,10,32,0.2882882882882883
Donut,10,33,0.2864864864864865
Donut,10,34,0.3081081081081081
Donut,10,35,0.23963963963963963
Donut,10,36,0.2126126126126126
Donut,10,37,0.24684684684684685
Donut,10,38,0.25225225225225223
Donut,10,39,0.26126126126126126
Donut,10,40,0.2036036036036036
Donut,10,41,0.1783783783783784
Donut,10,42,0.17477477477477477
Donut,10,43,0.15855855855855855
Donut,10,44,0.11891891891891893
Donut,10,45,0.13693693693693693
Donut,10,46,0.12972972972972974
Donut,10,47,0.10810810810810811
Donut,10,48,0.11711711711711711
Donut,10,49,0.10990990990990991
Donut,10,50,0.09009009009009009
Donut,10,51,0.07927927927927927
Donut,10,52,0.12252252252252252
Donut,10,53,0.15855855855855855
Donut,10,54,0.21621621621621623
Donut,10,55,0.10270270270270271
Donut,10,56,0.009009009009009009
Donut,10,57,0.0
Donut,10,58,0.0
Donut,10,59,0.0
Donut,10,60,0.0
Donut,10,61,0.0
Donut,10,62,0.0
Donut,10,63,0.0
Donut,11,0,0.0
Donut,11,1,0.0
Donut,11,2,0.0
Donut,11,3,0.0
Donut,11,4,0.0
Donut,11,5,0.0
Donut,11,6,0.0
Donut,11,7,0.036036036036036036
Donut,11,8,0.21621621621621623
Donut,11,9,0.20540540540540542
Donut,11,10,0.2
Donut,11,11,0.12792792792792793
Donut,11,12,0.11531531531531532
Donut,11,13,0.13873873873873874
Donut,11,14,0.14954954954954955
Donut,11,15,0.14234234234234233
Donut,11,16,0.12432432432432433
Donut,11,17,0.13333333333333333
Donut,11,18,0.1873873873873874
Donut,11,19,0.18558558558558558
Donut,11,20,0.18558558558558558
Donut,11,21,0.3045045045045045
Donut,11,22,0.3153153153153153
Donut,11,23,0.34054054054054056
Donut,11,24,0.3207207207207207
Donut,11,25,0.3171171171171171
Donut,11,26,0.3441441441441441
Donut,11,27,0.36036036036036034
Donut,11,28,0.3567567567567568
Donut,11,29,0.23783783783783785
Donut,11,30,0.28468468468468466
Donut,11,31,0.3081081081081081
Donut,11,32,0.34054054054054056
Donut,11,33,0.3225225225225225
Donut,11,34,0.3063063063063063
Donut,11,35,0.35315315315315315
Donut,11,36,0.3441441441441441
Donut,11,37,0.3801801801801802
Donut,11,38,0.34234234234234234
Donut,11,39,0.35855855855855856
Donut,11,40,0.37117117117117115
Donut,11,41,0.3261261261261261
Donut,11,42,0.3117117117117117
Donut,11,43,0.1873873873873874
Donut,11,44,0.16756756756756758
Donut,11,45,0.16936936936936936
Donut,11,46,0.16036036036036036
Donut,11,47,0.12072072072072072
Donut,11,48,0.12792792792792793
Donut,11,49,0.10990990990990991
Donut,11,50,0.12792792792792793
Donut,11,51,0.1045045045045045
Donut,11,52,0.11891891891891893
Donut,11,53,0.12252252252252252
Donut,11,54,0.17117117117117117
Donut,11,55,0.26306306306306304
Donut,11,56,0.04504504504504504
Donut,11,57,0.0
Donut,11,58,0.0
Donut,11,59,0.0
Donut,11,60,0.0
Donut,11,61,0.0
Donut,11,62,0.0
Donut,11,63,0.0
Donut,12,0,0.0
Donut,12,1,0.0
Donut,12,2,0.0
Donut,12,3,0.0
Donut,12,4,0.0
Donut,12,5,0.0018018018018018018
Donut,12,6,0.14054054054054055
Donut,12,7,0.16216216216216217
Donut,12,8,0.23963963963963963
Donut,12,9,0.11891891891891893
Donut,12,10,0.11171171171171171
Donut,12,11,0.09009009009009009
Donut,12,12,0.10990990990990991
Donut,12,13,0.12612612612612611
Donut,12,14,0.12252252252252252
Donut,12,15,0.15855855855855855
Donut,12,16,0.14954954954954955
Donut,12,17,0.15675675675675677
Donut,12,18,0.14954954954954955
Donut,12,19,0.15855855855855855
Donut,12,20,0.23063063063063063
Donut,12,21,0.27927927927927926
Donut,12,22,0.2882882882882883
Donut,12,23,0.17657657657657658
Donut,12,24,0.3261261261261261
Donut,12,25,0.3225225225225225
Donut,12,26,0.3099099099099099
Donut,12,27,0.1927927927927928
Donut,12,28,0.1927927927927928
Donut,12,29,0.2648648648648649
Donut,12,30,0.24324324324324326
Donut,12,31,0.25225225225225223
Donut,12,32,0.1873873873873874
Donut,12,33,0.17477477477477477
Donut,12,34,0.2702702702702703
Donut,12,35,0.32972972972972975
Donut,12,36,0.31891891891891894
Donut,12,37,0.1945945945945946
Donut,12,38,0.3441441441441441
Donut,12,39,0.36576576576576575
Donut,12,40,0.3225225225225225
Donut,12,41,0.2
Donut,12,42,0.18558558558558558
Donut,12,43,0.23783783783783785
Donut,12,44,0.1783783783783784
Donut,12,45,0.1873873873873874
Donut,12,46,0.12612612612612611
Donut,12,47,0.13873873873873874
Donut,12,48,0.13333333333333333
Donut,12,49,0.11171171171171171
Donut,12,50,0.09549549549549549
Donut,12,51,0.0936936936936937
Donut,12,52,0.11351351351351352
Donut,12,53,0.12252252252252252
Donut,12,54,0.16396396396396395
Donut,12,55,0.18558558558558558
Donut,12,56,0.2774774774774775
Donut,12,57,0.24684684684684685
Donut,12,58,0.0036036036036036037
Donut,12,59,0.0
Donut,12,60,0.0
Donut,12,61,0.0
Donut,12,62,0.0
Donut,12,63,0.0
Donut,13,0,0.0
Donut,13,1,0.0
Donut,13,2,0.0
Donut,13,3,0.0
Donut,13,4,0.0
Donut,13,5,0.007207207207207207
Donut,13,6,0.3261261261261261
Donut,13,7,0.3279279279279279
Donut,13,8,0.21621621621621623
Donut,13,9,0.12432432432432433
Donut,13,10,0.11171171171171171
Donut,13,11,0.11171171171171171
Donut,13,12,0.11171171171171171
Donut,13,13,0.11531531531531532
Donut,13,14,0.0990990990990991
Donut,13,15,0.13333333333333333
Donut,13,16,0.13513513513513514
Donut,13,17,0.18018018018018017
Donut,13,18,0.18558558558558558
Donut,13,19,0.2018018018018018
Donut,13,20,0.26846846846846845
Donut,13,21,0.2918918918918919
Donut,13,22,0.28468468468468466
Donut,13,23,0.1945945945945946
Donut,13,24,0.31351351351351353
Donut,13,25,0.34054054054054056
Donut,13,26,0.3099099099099099
Donut,13,27,0.16936936936936936
Donut,13,28,0.1891891891891892
Donut,13,29,0.25585585585585585
Donut,13,30,0.23603603603603604
Donut,13,31,0.27387387387387385
Donut,13,32,0.2126126126126126
Donut,13,33,0.1873873873873874
Donut,13,34,0.2774774774774775
Donut,13,35,0.3171171171171171
Donut,13,36,0.3063063063063063
Donut,13,37,0.1783783783783784
Donut,13,38,0.34054054054054056
Donut,13,39,0.36396396396396397
Donut,13,40,0.3063063063063063
Donut,13,41,0.2
Donut,13,42,0.1927927927927928
Donut,13,43,0.23423423423423423
Donut,13,44,0.17657657657657658
Donut,13,45,0.16396396396396395
Donut,13,46,0.11351351351351352
Donut,13,47,0.14594594594594595
Donut,13,48,0.13873873873873874
Donut,13,49,0.12432432432432433
Donut,13,50,0.09549549549549549
Donut,13,51,0.1045045045045045
Donut,13,52,0.14054054054054055
Donut,13,53,0.10810810810810811
Donut,13,54,0.14594594594594595
Donut,13,55,0.14954954954954955
Donut,13,56,0.35855855855855856
Donut,13,57,0.37117117117117115
Donut,13,58,0.014414414414414415
Donut,13,59,0.0
Donut,13,60,0.0
Donut,13,61,0.0
Donut,13,62,0.0
Donut,13,63,0.0
Donut,14,0,0.0
Donut,14,1,0.0
Donut,14,2,0.0
Donut,14,3,0.0
Donut,14,4,0.005405405405405406
Donut,14,5,0.05225225225225225
Donut,14,6,0.3837837837837838
Donut,14,7,0.3801801801801802
Donut,14,8,0.11351351351351352
Donut,14,9,0.11711711711711711
Donut,14,10,0.11351351351351352
Donut,14,11,0.14954954954954955
Donut,14,12,0.13693693693693693
Donut,14,13,0.14594594594594595
Donut,14,14,0.12972972972972974
Donut,14,15,0.1981981981981982
Donut,14,16,0.2018018018018018
Donut,14,17,0.17657657657657658
Donut,14,18,0.2036036036036036
Donut,14,19,0.2
Donut,14,20,0.2990990990990991
Donut,14,21,0.25225225225225223
Donut,14,22,0.24864864864864866
Donut,14,23,0.24864864864864866
Donut,14,24,0.3855855855855856
Donut,14,25,0.4072072072072072
Donut,14,26,0.22702702702702704
Donut,14,27,0.1981981981981982
Donut,14,28,0.2036036036036036
Donut,14,29,0.2936936936936937
Donut,14,30,0.1981981981981982
Donut,14,31,0.22342342342342342
Donut,14,32,0.22162162162162163
Donut,14,33,0.2
Donut,14,34,0.390990990990991
Donut,14,35,0.20540540540540542
Donut,14,36,0.21621621621621623
Donut,14,37,0.25045045045045045
Donut,14,38,0.390990990990991
Donut,14,39,0.4018018018018018
Donut,14,40,0.23243243243243245
Donut,14,41,0.24684684684684685
Donut,14,42,0.23063063063063063
Donut,14,43,0.34954954954954953
Donut,14,44,0.15135135135135136
Donut,14,45,0.14054054054054055
Donut,14,46,0.15135135135135136
Donut,14,47,0.14054054054054055
Donut,14,48,0.13873873873873874
Donut,14,49,0.12972972972972974
Donut,14,50,0.10270270270270271
Donut,14,51,0.10810810810810811
Donut,14,52,0.13693693693693693
Donut,14,53,0.08648648648648649
Donut,14,54,0.10810810810810811
Donut,14,55,0.10810810810810811
Donut,14,56,0.27207207207207207
Donut,14,57,0.2864864864864865
Donut,14,58,0.07927927927927927
Donut,14,59,0.023423423423423424
Donut,14,60,0.0
Donut,14,61,0.0
Donut,14,62,0.0
Donut,14,63,0.0
Donut,15,0,0.0
Donut,15,1,0.0
Donut,15,2,0.0
Donut,15,3,0.0
Donut,15,4,0.08828828828828829
Donut,15,5,0.16936936936936936
Donut,15,6,0.26126126126126126
Donut,15,7,0.25045045045045045
Donut,15,8,0.1045045045045045
Donut,15,9,0.12432432432432433
Donut,15,10,0.13513513513513514
Donut,15,11,0.15135135135135136
Donut,15,12,0.14054054054054055
Donut,15,13,0.15495495495495495
Donut,15,14,0.14774774774774774
Donut,15,15,0.21441441441441442
Donut,15,16,0.209009009009009
Donut,15,17,0.15855855855855855
Donut,15,18,0.1963963963963964
Donut,15,19,0.17297297297297298
Donut,15,20,0.27207207207207207
Donut,15,21,0.26306306306306304
Donut,15,22,0.26666666666666666
Donut,15,23,0.25225225225225223
Donut,15,24,0.4072072072072072
Donut,15,25,0.43423423423423424
Donut,15,26,0.24504504504504504
Donut,15,27,0.21621621621621623
Donut,15,28,0.21441441441441442
Donut,15,29,0.32432432432432434
Donut,15,30,0.23603603603603604
Donut,15,31,0.25405405405405407
Donut,15,32,0.2594594594594595
Donut,15,33,0.24504504504504504
Donut,15,34,0.42342342342342343
Donut,15,35,0.25405405405405407
Donut,15,36,0.25585585585585585
Donut,15,37,0.25765765765765763
Donut,15,38,0.41621621621621624
Donut,15,39,0.42702702702702705
Donut,15,40,0.25045045045045045
Donut,15,41,0.25405405405405407
Donut,15,42,0.23063063063063063
Donut,15,43,0.35855855855855856
Donut,15,44,0.16036036036036036
Donut,15,45,0.13513513513513514
Donut,15,46,0.13513513513513514
Donut,15,47,0.13333333333333333
Donut,15,48,0.14414414414414414
Donut,15,49,0.12252252252252252
Donut,15,50,0.0972972972972973
Donut,15,51,0.1063063063063063
Donut,15,52,0.14054054054054055
Donut,15,53,0.12252252252252252
Donut,15,54,0.1045045045045045
Donut,15,55,0.11171171171171171
Donut,15,56,0.23603603603603604
Donut,15,57,0.2702702702702703
Donut,15,58,0.21081081081081082
Donut,15,59,0.11531531531531532
Donut,15,60,0.0
Donut,15,61,0.0
Donut,15,62,0.0
Donut,15,63,0.0
Donut,16,0,0.0
Donut,16,1,0.0
Donut,16,2,0.0
Donut,16,3,0.018018018018018018
Donut,16,4,0.06126126126126126
Donut,16,5,0.218018018018018
Donut,16,6,0.16756756756756758
Donut,16,7,0.15315315315315314
Donut,16,8,0.1009009009009009
Donut,16,9,0.14594594594594595
Donut,16,10,0.16756756756756758
Donut,16,11,0.13333333333333333
Donut,16,12,0.13153153153153152
Donut,16,13,0.13873873873873874
Donut,16,14,0.1963963963963964
Donut,16,15,0.20540540540540542
Donut,16,16,0.22522522522522523
Donut,16,17,0.18198198198198198
Donut,16,18,0.24504504504504504
Donut,16,19,0.2882882882882883
Donut,16,20,0.2756756756756757
Donut,16,21,0.3279279279279279
Donut,16,22,0.3279279279279279
Donut,16,23,0.38738738738738737
Donut,16,24,0.3927927927927928
Donut,16,25,0.3963963963963964
Donut,16,26,0.35135135135135137
Donut,16,27,0.44684684684684683
Donut,16,28,0.45045045045045046
Donut,16,29,0.4540540540540541
Donut,16,30,0.3945945945945946
Donut,16,31,0.4126126126126126
Donut,16,32,0.5495495495495496
Donut,16,33,0.5351351351351351
Donut,16,34,0.5063063063063064
Donut,16,35,0.4072072072072072
Donut,16,36,0.418018018018018
Donut,16,37,0.4252252252252252
Donut,16,38,0.38738738738738737
Donut,16,39,0.372972972972973
Donut,16,40,0.3117117117117117
Donut,16,41,0.32432432432432434
Donut,16,42,0.3081081081081081
Donut,16,43,0.2936936936936937
Donut,16,44,0.1963963963963964
Donut,16,45,0.1873873873873874
Donut,16,46,0.2594594594594595
Donut,16,47,0.17657657657657658
Donut,16,48,0.16756756756756758
Donut,16,49,0.10990990990990991
Donut,16,50,0.12432432432432433
Donut,16,51,0.11891891891891893
Donut,16,52,0.1009009009009009
Donut,16,53,0.10810810810810811
Donut,16,54,0.0918918918918919
Donut,16,55,0.10270270270270271
Donut,16,56,0.22702702702702704
Donut,16,57,0.23063063063063063
Donut,16,58,0.23783783783783785
Donut,16,59,0.1045045045045045
Donut,16,60,0.014414414414414415
Donut,16,61,0.0
Donut,16,62,0.0
Donut,16,63,0.0
Donut,17,0,0.0
Donut,17,1,0.0
Donut,17,2,0.0036036036036036037
Donut,17,3,0.25585585585585585
Donut,17,4,0.29009009009009007
Donut,17,5,0.23783783783783785
Donut,17,6,0.15135135135135136
Donut,17,7,0.14954954954954955
Donut,17,8,0.16396396396396395
Donut,17,9,0.1783783783783784
Donut,17,10,0.2
Donut,17,11,0.14954954954954955
Donut,17,12,0.209009009009009
Donut,17,13,0.2
Donut,17,14,0.2774774774774775
Donut,17,15,0.22522522522522523
Donut,17,16,0.23783783783783785
Donut,17,17,0.24504504504504504
Donut,17,18,0.31891891891891894
Donut,17,19,0.34774774774774775
Donut,17,20,0.32432432432432434
Donut,17,21,0.37117117117117115
Donut,17,22,0.38198198198198197
Donut,17,23,0.5207207207207207
Donut,17,24,0.5135135135135135
Donut,17,25,0.527927927927928
Donut,17,26,0.6270270270270271
Donut,17,27,0.6576576576576577
Donut,17,28,0.6702702702702703
Donut,17,29,0.6684684684684684
Donut,17,30,0.6720720720720721
Donut,17,31,0.6882882882882883
Donut,17,32,0.7045045045045045
Donut,17,33,0.6810810810810811
Donut,17,34,0.6756756756756757
Donut,17,35,0.6882882882882883
Donut,17,36,0.6774774774774774
Donut,17,37,0.6414414414414414
Donut,17,38,0.5477477477477477
Donut,17,39,0.5297297297297298
Donut,17,40,0.45585585585585586
Donut,17,41,0.42342342342342343
Donut,17,42,0.4126126126126126
Donut,17,43,0.41081081081081083
Donut,17,44,0.26666666666666666
Donut,17,45,0.26846846846846845
Donut,17,46,0.3171171171171171
Donut,17,47,0.2126126126126126
Donut,17,48,0.2018018018018018
Donut,17,49,0.1891891891891892
Donut,17,50,0.15675675675675677
Donut,17,51,0.15855855855855855
Donut,17,52,0.13333333333333333
Donut,17,53,0.1045045045045045
Donut,17,54,0.0918918918918919
Donut,17,55,0.12072072072072072
Donut,17,56,0.11891891891891893
Donut,17,57,0.12252252252252252
Donut,17,58,0.1783783783783784
Donut,17,59,0.10810810810810811
Donut,17,60,0.05405405405405406
Donut,17,61,0.007207207207207207
Donut,17,62,0.0
Donut,17,63,0.0
Donut,18,0,0.0
Donut,18,1,0.0
Donut,18,2,0.005405405405405406
Donut,18,3,0.2810810810810811
Donut,18,4,0.3081081081081081
Donut,18,5,0.22882882882882882
Donut,18,6,0.14954954954954955
Donut,18,7,0.15495495495495495
Donut,18,8,0.16216216216216217
Donut,18,9,0.18018018018018017
Donut,18,10,0.1837837837837838
Donut,18,11,0.14774774774774774
Donut,18,12,0.21981981981981982
Donut,18,13,0.22162162162162163
Donut,18,14,0.2954954954954955
Donut,18,15,0.24864864864864866
Donut,18,16,0.24684684684684685
Donut,18,17,0.2702702702702703
Donut,18,18,0.35135135135135137
Donut,18,19,0.35135135135135137
Donut,18,20,0.32972972972972975
Donut,18,21,0.4252252252252252
Donut,18,22,0.43783783783783786
Donut,18,23,0.5801801801801801
Donut,18,24,0.6018018018018018
Donut,18,25,0.618018018018018
Donut,18,26,0.7099099099099099
Donut,18,27,0.7171171171171171
Donut,18,28,0.7243243243243244
Donut,18,29,0.7009009009009008
Donut,18,30,0.7189189189189189
Donut,18,31,0.7531531531531531
Donut,18,32,0.7603603603603604
Donut,18,33,0.7171171171171171
Donut,18,34,0.7027027027027027
Donut,18,35,0.7279279279279279
Donut,18,36,0.7315315315315315
Donut,18,37,0.6756756756756757
Donut,18,38,0.5837837837837838
Donut,18,39,0.5801801801801801
Donut,18,40,0.5387387387387388
Donut,18,41,0.45765765765765765
Donut,18,42,0.4252252252252252
Donut,18,43,0.4072072072072072
Donut,18,44,0.3009009009009009
Donut,18,45,0.26306306306306304
Donut,18,46,0.31351351351351353
Donut,18,47,0.23243243243243245
Donut,18,48,0.22882882882882882
Donut,18,49,0.19099099099099098
Donut,18,50,0.15495495495495495
Donut,18,51,0.14774774774774774
Donut,18,52,0.12252252252252252
Donut,18,53,0.0990990990990991
Donut,18,54,0.0990990990990991
Donut,18,55,0.12612612612612611
Donut,18,56,0.11711711711711711
Donut,18,57,0.10990990990990991
Donut,18,58,0.15675675675675677
Donut,18,59,0.0936936936936937
Donut,18,60,0.1009009009009009
Donut,18,61,0.014414414414414415
Donut,18,62,0.0
Donut,18,63,0.0
Donut,19,0,0.0
Donut,19,1,0.0
Donut,19,2,0.02882882882882883
Donut,19,3,0.18018018018018017
Donut,19,4,0.2036036036036036
Donut,19,5,0.12252252252252252
Donut,19,6,0.1063063063063063
Donut,19,7,0.11531531531531532
Donut,19,8,0.15675675675675677
Donut,19,9,0.11891891891891893
Donut,19,10,0.11711711711711711
Donut,19,11,0.15675675675675677
Donut,19,12,0.2072072072072072
Donut,19,13,0.2126126126126126
Donut,19,14,0.1873873873873874
Donut,19,15,0.21081081081081082
Donut,19,16,0.2126126126126126
Donut,19,17,0.22882882882882882
Donut,19,18,0.21621621621621623
Donut,19,19,0.23063063063063063
Donut,19,20,0.3837837837837838
Donut,19,21,0.47927927927927927
Donut,19,22,0.46126126126126127
Donut,19,23,0.4882882882882883
Donut,19,24,0.6846846846846847
Donut,19,25,0.6918918918918919
Donut,19,26,0.7063063063063063
Donut,19,27,0.5621621621621622
Donut,19,28,0.5693693693693693
Donut,19,29,0.7171171171171171
Donut,19,30,0.7027027027027027
Donut,19,31,0.7315315315315315
Donut,19,32,0.5963963963963964
Donut,19,33,0.5387387387387388
Donut,19,34,0.6882882882882883
Donut,19,35,0.6954954954954955
Donut,19,36,0.7009009009009008
Donut,19,37,0.5117117117117117
Donut,19,38,0.6594594594594595
Donut,19,39,0.6648648648648648
Donut,19,40,0.6036036036036037
Donut,19,41,0.2954954954954955
Donut,19,42,0.27207207207207207
Donut,19,43,0.409009009009009
Donut,19,44,0.2990990990990991
Donut,19,45,0.27207207207207207
Donut,19,46,0.1873873873873874
Donut,19,47,0.25765765765765763
Donut,19,48,0.25585585585585585
Donut,19,49,0.17297297297297298
Donut,19,50,0.11891891891891893
Donut,19,51,0.1045045045045045
Donut,19,52,0.12792792792792793
Donut,19,53,0.11531531531531532
Donut,19,54,0.10990990990990991
Donut,19,55,0.10270270270270271
Donut,19,56,0.13333333333333333
Donut,19,57,0.12612612612612611
Donut,19,58,0.14414414414414414
Donut,19,59,0.1873873873873874
Donut,19,60,0.2072072072072072
Donut,19,61,0.03423423423423423
Donut,19,62,0.0036036036036036037
Donut,19,63,0.0
Donut,20,0,0.0
Donut,20,1,0.005405405405405406
Donut,20,2,0.12252252252252252
Donut,20,3,0.22162162162162163
Donut,20,4,0.15855855855855855
Donut,20,5,0.12252252252252252
Donut,20,6,0.12432432432432433
Donut,20,7,0.13693693693693693
Donut,20,8,0.13513513513513514
Donut,20,9,0.14414414414414414
Donut,20,10,0.14774774774774774
Donut,20,11,0.2594594594594595
Donut,20,12,0.16936936936936936
Donut,20,13,0.1981981981981982
Donut,20,14,0.17477477477477477
Donut,20,15,0.23783783783783785
Donut,20,16,0.25045045045045045
Donut,20,17,0.24504504504504504
Donut,20,18,0.2990990990990991
Donut,20,19,0.3171171171171171
Donut,20,20,0.5405405405405406
Donut,20,21,0.47387387387387386
Donut,20,22,0.4756756756756757
Donut,20,23,0.5297297297297298
Donut,20,24,0.6666666666666666
Donut,20,25,0.6432432432432432
Donut,20,26,0.6414414414414414
Donut,20,27,0.6378378378378379
Donut,20,28,0.6216216216216216
Donut,20,29,0.6738738738738739
Donut,20,30,0.4306306306306306
Donut,20,31,0.4198198198198198
Donut,20,32,0.5009009009009009
Donut,20,33,0.5153153153153153
Donut,20,34,0.6846846846846847
Donut,20,35,0.6036036036036037
Donut,20,36,0.6288288288288288
Donut,20,37,0.654054054054054
Donut,20,38,0.7297297297297297
Donut,20,39,0.7063063063063063
Donut,20,40,0.4900900900900901
Donut,20,41,0.44684684684684683
Donut,20,42,0.45765765765765765
Donut,20,43,0.47387387387387386
Donut,20,44,0.23603603603603604
Donut,20,45,0.21621621621621623
Donut,20,46,0.23243243243243245
Donut,20,47,0.2864864864864865
Donut,20,48,0.27207207207207207
Donut,20,49,0.14774774774774774
Donut,20,50,0.13153153153153152
Donut,20,51,0.13153153153153152
Donut,20,52,0.14594594594594595
Donut,20,53,0.11891891891891893
Donut,20,54,0.11171171171171171
Donut,20,55,0.10270270270270271
Donut,20,56,0.14774774774774774
Donut,20,57,0.12432432432432433
Donut,20,58,0.0936936936936937
Donut,20,59,0.14774774774774774
Donut,20,60,0.18018018018018017
Donut,20,61,0.0990990990990991
Donut,20,62,0.016216216216216217
Donut,20,63,0.0018018018018018018
Donut,21,0,0.0
Donut,21,1,0.023423423423423424
Donut,21,2,0.12432432432432433
Donut,21,3,0.209009009009009
Donut,21,4,0.16396396396396395
Donut,21,5,0.11711711711711711
Donut,21,6,0.11891891891891893
Donut,21,7,0.13873873873873874
Donut,21,8,0.12792792792792793
Donut,21,9,0.14594594594594595
Donut,21,10,0.16576576576576577
Donut,21,11,0.26666666666666666
Donut,21,12,0.19099099099099098
Donut,21,13,0.2072072072072072
Donut,21,14,0.17297297297297298
Donut,21,15,0.23063063063063063
Donut,21,16,0.25045045045045045
Donut,21,17,0.26846846846846845
Donut,21,18,0.3117117117117117
Donut,21,19,0.35135135135135137
Donut,21,20,0.5567567567567567
Donut,21,21,0.4702702702702703
Donut,21,22,0.5027027027027027
Donut,21,23,0.5369369369369369
Donut,21,24,0.6576576576576577
Donut,21,25,0.6612612612612613
Donut,21,26,0.6234234234234234
Donut,21,27,0.6036036036036037
Donut,21,28,0.5693693693693693
Donut,21,29,0.6288288288288288
Donut,21,30,0.38738738738738737
Donut,21,31,0.37657657657657656
Donut,21,32,0.44684684684684683
Donut,21,33,0.4864864864864865
Donut,21,34,0.6432432432432432
Donut,21,35,0.5585585585585585
Donut,21,36,0.5783783783783784
Donut,21,37,0.6288288288288288
Donut,21,38,0.7243243243243244
Donut,21,39,0.7009009009009008
Donut,21,40,0.4882882882882883
Donut,21,41,0.4540540540540541
Donut,21,42,0.4594594594594595
Donut,21,43,0.5135135135135135
Donut,21,44,0.2594594594594595
Donut,21,45,0.22882882882882882
Donut,21,46,0.218018018018018
Donut,21,47,0.28468468468468466
Donut,21,48,0.2648648648648649
Donut,21,49,0.15855855855855855
Donut,21,50,0.15135135135135136
Donut,21,51,0.15315315315315314
Donut,21,52,0.15315315315315314
Donut,21,53,0.11531531531531532
Donut,21,54,0.11351351351351352
Donut,21,55,0.11171171171171171
Donut,21,56,0.16216216216216217
Donut,21,57,0.12972972972972974
Donut,21,58,0.07927927927927927
Donut,21,59,0.13693693693693693
Donut,21,60,0.15495495495495495
Donut,21,61,0.12072072072072072
Donut,21,62,0.043243243243243246
Donut,21,63,0.0018018018018018018
Donut,22,0,0.0036036036036036037
Donut,22,1,0.021621621621621623
Donut,22,2,0.27207207207207207
Donut,22,3,0.2954954954954955
Donut,22,4,0.24504504504504504
Donut,22,5,0.18558558558558558
Donut,22,6,0.14234234234234233
Donut,22,7,0.14954954954954955
Donut,22,8,0.12612612612612611
Donut,22,9,0.2072072072072072
Donut,22,10,0.24144144144144145
Donut,22,11,0.1891891891891892
Donut,22,12,0.18198198198198198
Donut,22,13,0.2072072072072072
Donut,22,14,0.2072072072072072
Donut,22,15,0.23603603603603604
Donut,22,16,0.23963963963963963
Donut,22,17,0.27207207207207207
Donut,22,18,0.5009009009009009
Donut,22,19,0.6306306306306306
Donut,22,20,0.6666666666666666
Donut,22,21,0.5459459459459459
Donut,22,22,0.5693693693693693
Donut,22,23,0.7081081081081081
Donut,22,24,0.6216216216216216
Donut,22,25,0.6018018018018018
Donut,22,26,0.5297297297297298
Donut,22,27,0.5099099099099099
Donut,22,28,0.5225225225225225
Donut,22,29,0.436036036036036
Donut,22,30,0.2972972972972973
Donut,22,31,0.3153153153153153
Donut,22,32,0.38198198198198197
Donut,22,33,0.3675675675675676
Donut,22,34,0.3621621621621622
Donut,22,35,0.40540540540540543
Donut,22,36,0.4036036036036036
Donut,22,37,0.6648648648648648
Donut,22,38,0.7297297297297297
Donut,22,39,0.7423423423423423
Donut,22,40,0.6162162162162163
Donut,22,41,0.6630630630630631
Donut,22,42,0.6666666666666666
Donut,22,43,0.6162162162162163
Donut,22,44,0.4702702702702703
Donut,22,45,0.3783783783783784
Donut,22,46,0.32972972972972975
Donut,22,47,0.22162162162162163
Donut,22,48,0.2018018018018018
Donut,22,49,0.15675675675675677
Donut,22,50,0.209009009009009
Donut,22,51,0.2036036036036036
Donut,22,52,0.14594594594594595
Donut,22,53,0.13333333333333333
Donut,22,54,0.11891891891891893
Donut,22,55,0.0918918918918919
Donut,22,56,0.12072072072072072
Donut,22,57,0.10990990990990991
Donut,22,58,0.0972972972972973
Donut,22,59,0.12792792792792793
Donut,22,60,0.15315315315315314
Donut,22,61,0.31891891891891894
Donut,22,62,0.06306306306306306
Donut,22,63,0.012612612612612612
Donut,23,0,0.014414414414414415
Donut,23,1,0.05765765765765766
Donut,23,2,0.2594594594594595
Donut,23,3,0.2702702702702703
Donut,23,4,0.21621621621621623
Donut,23,5,0.21441441441441442
Donut,23,6,0.16396396396396395
Donut,23,7,0.16396396396396395
Donut,23,8,0.22342342342342342
Donut,23,9,0.3063063063063063
Donut,23,10,0.3387387387387387
Donut,23,11,0.2918918918918919
Donut,23,12,0.27387387387387385
Donut,23,13,0.3063063063063063
Donut,23,14,0.33513513513513515
Donut,23,15,0.2954954954954955
Donut,23,16,0.29009009009009007
Donut,23,17,0.4828828828828829
Donut,23,18,0.6234234234234234
Donut,23,19,0.7297297297297297
Donut,23,20,0.7027027027027027
Donut,23,21,0.6648648648648648
Donut,23,22,0.6774774774774774
Donut,23,23,0.7153153153153153
Donut,23,24,0.5387387387387388
Donut,23,25,0.4864864864864865
Donut,23,26,0.4918918918918919
Donut,23,27,0.45225225225225224
Donut,23,28,0.4594594594594595
Donut,23,29,0.3747747747747748
Donut,23,30,0.33693693693693694
Donut,23,31,0.36576576576576575
Donut,23,32,0.4018018018018018
Donut,23,33,0.36576576576576575
Donut,23,34,0.3567567567567568
Donut,23,35,0.42702702702702705
Donut,23,36,0.43243243243243246
Donut,23,37,0.5657657657657658
Donut,23,38,0.6432432432432432
Donut,23,39,0.6756756756756757
Donut,23,40,0.7189189189189189
Donut,23,41,0.6954954954954955
Donut,23,42,0.6828828828828829
Donut,23,43,0.7027027027027027
